id,title,slug,url,ai_check,ai_notes,recommended_action
141,Lift-Up Docks,lift-up-docks,https://reyco.glvmarketing.ca/reyco-category/lift-up-docks/,"Needs Finalization, Delete","R603 Lift-Up Docks — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
203,Limited Edition,limited-edition,https://reyco.glvmarketing.ca/reyco-category/limited-edition/,"Needs Finalization, Delete","R604 Limited Edition — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
132,Live Sonar,live-sonar,https://reyco.glvmarketing.ca/reyco-category/live-sonar/,"Needs Finalization, Delete","R605 Live Sonar — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
178,Low-Noise Blowers,low-noise-blowers,https://reyco.glvmarketing.ca/reyco-category/low-noise-blowers/,"Needs Finalization, Delete","R606 Low-Noise Blowers — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
138,LUX Floating,lux-floating,https://reyco.glvmarketing.ca/reyco-category/lux-floating/,"Needs Finalization, Delete","R607 LUX Floating — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
119,Magnum,magnum,https://reyco.glvmarketing.ca/reyco-category/magnum/,"Needs Finalization, Delete","R608 Magnum — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
121,Manual Downriggers,manual-downriggers,https://reyco.glvmarketing.ca/reyco-category/manual-downriggers/,"Needs Finalization, Delete","R609 Manual Downriggers — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
927,Marine Electronics,marine-electronics,https://reyco.glvmarketing.ca/reyco-category/marine-electronics/,"Needs Finalization, Delete","R610 Marine Electronics — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
930,Marine Electronics Accessories,marine-electronics-accessories,https://reyco.glvmarketing.ca/reyco-category/marine-electronics-accessories/,"Needs Finalization, Delete","R611 Marine Electronics Accessories — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
151,Marine Railway Systems,marine-railway-systems,https://reyco.glvmarketing.ca/reyco-category/marine-railway-systems/,"Needs Finalization, Delete","R612 Marine Railway Systems — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
131,MEGA Live 2,mega-live-2,https://reyco.glvmarketing.ca/reyco-category/mega-live-2/,"Needs Finalization, Delete","R613 MEGA Live 2 — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
179,Mid Backpack Blowers,mid-backpack-blowers,https://reyco.glvmarketing.ca/reyco-category/mid-backpack-blowers/,"Needs Finalization, Delete","R614 Mid Backpack Blowers — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
124,Mini-Troll,mini-troll,https://reyco.glvmarketing.ca/reyco-category/mini-troll/,"Needs Finalization, Delete","R615 Mini-Troll — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
112,MK 230 PCL,mk-230-pcl,https://reyco.glvmarketing.ca/reyco-category/mk-230-pcl/,"Needs Finalization, Delete","R616 MK 230 PCL — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",delete_301_to_parent
113,MK 330 PC,mk-330-pc,https://reyco.glvmarketing.ca/reyco-category/mk-330-pc/,"Needs Finalization, Delete","R617 MK 330 PC — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",delete_301_to_parent
114,MK 345 PCL,mk-345-pcl,https://reyco.glvmarketing.ca/reyco-category/mk-345-pcl/,"Needs Finalization, Delete","R618 MK 345 PCL — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",delete_301_to_parent
115,MK 460 PCL,mk-460-pcl,https://reyco.glvmarketing.ca/reyco-category/mk-460-pcl/,"Needs Finalization, Delete","R619 MK 460 PCL — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",delete_301_to_parent
139,Modular Docks,modular-docks,https://reyco.glvmarketing.ca/reyco-category/modular-docks/,"Needs Finalization, Delete","R620 Modular Docks — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
88,MP9 550R,mp9-550r,https://reyco.glvmarketing.ca/reyco-category/mp9-550r/,"Needs Finalization, Delete","R621 MP9 550R — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",delete_301_to_parent
89,MP9 750R,mp9-750r,https://reyco.glvmarketing.ca/reyco-category/mp9-750r/,"Needs Finalization, Delete","R622 MP9 750R — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",delete_301_to_parent
87,MP9 Series,mp9-series,https://reyco.glvmarketing.ca/reyco-category/mp9-series/,"Needs Finalization, Delete","R623 MP9 Series — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
90,MP9 T400,mp9-t400,https://reyco.glvmarketing.ca/reyco-category/mp9-t400/,"Needs Finalization, Delete","R624 MP9 T400 — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
934,Multi-Tool Systems,multi-tool-systems,https://reyco.glvmarketing.ca/reyco-category/multi-tool-systems/,"Needs Finalization, Delete","R625 Multi-Tool Systems — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
118,Optimum,optimum,https://reyco.glvmarketing.ca/reyco-category/optimum/,"Needs Finalization, Delete","R626 Optimum — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
153,Otter Swim Rafts,otter-swim-rafts,https://reyco.glvmarketing.ca/reyco-category/otter-swim-rafts/,"Needs Finalization, Delete","R627 Otter Swim Rafts — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
26,Outboard Motors,outboard-motors,https://reyco.glvmarketing.ca/reyco-category/outboard-motors/,"Needs Finalization, Delete","R628 Outboard Motors — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
196,PAS Powerheads,pas-powerheads,https://reyco.glvmarketing.ca/reyco-category/pas-powerheads/,"Needs Finalization, Delete","R629 PAS Powerheads — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
24,Pontoons,pontoons,https://reyco.glvmarketing.ca/reyco-category/pontoons/,"Needs Finalization, Delete","R630 Pontoons — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
57,Power Pruners,power-pruners,https://reyco.glvmarketing.ca/reyco-category/power-pruners/,"Needs Finalization, Delete","R631 Power Pruners — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
111,Precision Chargers,precision-chargers,https://reyco.glvmarketing.ca/reyco-category/precision-chargers/,"Needs Finalization, Delete","R632 Precision Chargers — PRODUCT_CATEGORY ARCHIVE PAGE (URL pattern /reyco-category/[slug]/) — auto-generated archive for the custom Reyco product_category taxonomy. These are PROBABLY UNNECESSARY — many appear to be Lightspeed-import-derived auto-categories from product line variants (model numbers, specific product names like 'APEX 13', 'CS-2511P', 'B') that don't represent real shopping categories. AUDIT POST-PR-87+88: verify if these archive URLs render correctly OR are caught by null-guard (correct behavior = empty state if 0 products tagged). RECOMMENDATION: Aiden + Casey should review the product_category taxonomy and DELETE auto-generated junk terms (model-specific terms shouldn't be categories). Keep only real shopping categories (Pontoons, Riding Mowers, Chainsaws etc.). Reduces sitemap noise + URL surface area + confused product organization. Tag default: Needs Finalization (audit-pending after Aiden cache purge + post-PR-87+88 verification + taxonomy cleanup decision).",evaluate_redirect
