ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: _product_sku,Meta: _product_year,Meta: _product_condition,Meta: _product_stock_status,Meta: _product_specs,Meta: _product_expert_id,Meta: _product_expert_review,Meta: _lightspeed_unit_id,Meta: _product_price,Meta: _product_msrp,Meta: _lightspeed_vin,Meta: _lightspeed_web_title,Meta: _lightspeed_color,Meta: _lightspeed_class,Meta: _lightspeed_unit_type,Meta: _lightspeed_raw_json,Meta: _lightspeed_last_sync,Meta: _lightspeed_unmapped_type,Meta: _product_monthly_payment,Reyco Category Slug
Class|T",8,"The 2026 Easy Hauler is one I have written up for a few sled and quad customers this season. Most of the buyers move equipment between camps north of the Sault and the trail networks around Searchmont and Bruce Mines — that mid-range hauling that is where most working customers actually live. Easy Hauler is not the brand we are authorised to service — we stock them at the front of the lot — but they hold up the way customers expect for the price. Honest sales-floor take: a trailer is a long-term tool. Buy the size that matches what you actually move, not what you might move someday. Stop in to White Oak Drive and we can size it against your sled or quad in person — that is the only real way to know.",54211,4456.5,4456.5,2SPPESC19TN075975,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":54211,""DateGathered"":""2026-04-23T19:42:47.963"",""lastupdatedate"":""2026-04-15T14:42:54.067"",""StockNumber"":""306"",""NewUsed"":""N"",""ModelYear"":2026,""Make"":""Easy Hauler"",""Model"":""AL-PTDB2023"",""VIN"":""2SPPESC19TN075975"",""Class"":""T"",""CodeName"":""DRIVE ON BUNK BLACK"",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-03-11T00:00:00.000"",""InvoiceAmt"":3565,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":4456.5,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":4456.5,""OnHold"":"""",""PackageId"":34487,""DateReceived"":""2026-03-11T00:00:00.000"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":4456.5,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":"""",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":3565,""originaldate"":""2026-03-11T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":3565,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":3565,""Manufacturerlistprice"":4456.5,""Dealerlistprice"":4456.5,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":4456.5,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":0,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Easy Hauler Trailer"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":3565,""totalCost"":3565}",2026-04-23 15:43:03,,,trailers
414,simple,,,2025 Trailer X — Hunt-Camp Utility Trailer,1,0,visible,"2025 utility trailer in stock at Reyco. Sized for hauling out to hunt camp, the cottage, or a winter equipment swap when the truck bed is full.","<p>The 2025 Trailer X is on the floor at White Oak Drive — the kind of straightforward utility trailer that ends up doing more work than the customer ever expected when they bought it. Hunting trips, cottage opening weekends, the swap-over haul when the snowblower goes back in the shed and the lawn equipment comes out, the late-season firewood run. Sized for the everyday hauling load most rural customers actually need.</p><p>Reyco stocks the Trailer line at the front of the lot. We are not an authorised dealer for this line — we stock it because customers shopping sleds, quads, and small engines also need a way to move them, and a trailer on the floor is more useful to a buyer than a trailer they have to chase across town. Stop in and we can walk through whether this is the right size for the gear you are moving.</p><p>The use case Kory tends to point this size class at: hunters running camps out toward Heyden or up the Trans-Canada toward Wawa, cottage customers around Goulais River who want a trailer for the seasonal swaps, and small-property guys who need a hauler for storm cleanup and the spring brush runs. It is not a flashy purchase. What makes it the right call is whether the deck size and the build match the load you actually move on a regular weekend.</p><p>Easier to spec a trailer in person than on the page. Drop in to 11 White Oak Drive East, or call 705-253-7828 to confirm we still have this one available. Lynn at the parts counter and Ron in parts can talk you through accessories — tie-downs, ramps, lighting kits — that go on top of the trailer itself.</p><p>Worth asking about: trailer-jack upgrades, locking hitch couplers, and lighting accessories that make the trailer safer to back up at dusk. Lynn manages the parts orders. Stop in any weekday between 8 and 5 — Saturday hours are shorter, so call ahead if the weekend is the only window.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-20.png,,,,,,,,,0,Trailer,34509,2025,new,in_stock,"Make|Trailer
Model|X
Year|2025
Type|Trailer
Class|T",8,"The 2025 Trailer X is the kind of utility trailer I sell to customers who want something straightforward — they are not buying for show, they are buying to haul. Most of the buyers in this size class are hunt camp guys and cottage owners around the Sault who are tired of borrowing a buddy's trailer every time they need to move equipment. We stock the Trailer line — not authorised on this one — but they hold up to what customers expect for the price. Honest sales-floor read: a trailer is a long-term tool. Match the deck size to the load you most often move, not the one-off oversized job. Drop in and Kory or one of us on the floor can walk you through whether this is the right size for your setup.",34509,0,0,2REA2S7A5S2159460,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":34509,""DateGathered"":""2026-04-23T19:42:49.126"",""lastupdatedate"":""2026-04-13T20:21:41.668"",""StockNumber"":""34509"",""NewUsed"":""N"",""ModelYear"":2025,""Make"":""Trailer"",""Model"":""X"",""VIN"":""2REA2S7A5S2159460"",""Class"":""T"",""CodeName"":"""",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-02-27T23:03:47.658"",""InvoiceAmt"":2333.96999999999979991116560995578765869140625,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":0,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":0,""OnHold"":"""",""PackageId"":34503,""DateReceived"":""2026-02-27T23:03:47.658"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":0,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":""WELLS FARGO PRINCECRAFT"",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":2193.92999999999983629095368087291717529296875,""originaldate"":""1000-01-01T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":2193.92999999999983629095368087291717529296875,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":0,""Manufacturerlistprice"":0,""Dealerlistprice"":0,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":0,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":2333.96999999999979991116560995578765869140625,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Units - Other"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":2333.96999999999979991116560995578765869140625,""totalCost"":2333.96999999999979991116560995578765869140625}",2026-04-23 15:43:05,,,trailers
415,simple,,,2022 Easy Hauler AL-PTDB2026-TRI Trailer,1,0,visible,"2022 Easy Hauler tri-axle trailer on the floor at Reyco. Built for the bush — equipment moves, contractor loads, and big-haul weekends.","<p>The 2022 Easy Hauler AL-PTDB2026-TRI is the heavier-end trailer Reyco has on the floor for customers who are not hauling a single sled or quad — they are moving real loads. Tri-axle build, sized for contractors, equipment movers, and the customer who needs to drop a full ATV plus the gear plus the firewood at camp in one trip instead of three. It is the trailer for the customer who has outgrown the shorter single-axle haulers and is ready to size up.</p><p>Reyco stocks the Easy Hauler line at the front of the lot. We are not the authorised Easy Hauler dealer; we stock these because the customers who buy bigger equipment from us also need a way to move it. If you have run a smaller trailer for a few seasons and decided you have outgrown it, this is the kind of step-up that solves the problem instead of patching it.</p><p>The use cases Kory has written this size up for: contractors out around the highlands moving job-site gear, hunt camp groups whose &quot;weekend kit&quot; got bigger every year, and a couple of buyers who use the trailer as the working backbone of a small landscaping operation. The tri-axle means it tracks differently behind a truck than a single-axle does — for the customer used to a smaller hauler, that is something to feel before you buy. Stop in and we can walk through it.</p><p>Easier to spec a heavier trailer in person, especially the tow side. Drop in to White Oak Drive or call 705-253-7828 to confirm availability. Lynn and Ron at the parts counter can talk through tie-downs, brake-controller compatibility, and the accessories that round out the build. 11 White Oak Drive East, Sault Ste. Marie.</p><p>Common accessory adds on tri-axle trailers: brake-controller-compatible wiring, locking storage boxes, and ramp-extension kits. Lynn manages the orders; Ron in parts handles the smaller catalogue pulls. Worth asking about brake-controller setup before towing for the first time — heavier trailers behave differently.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/31741781-8.jpg,,,,,,,,,0,Easy Hauler,307,2022,new,in_stock,"Make|Easy Hauler
Model|AL-PTDB2026-TRI
Year|2022
Type|Trailer
Class|T",8,"The 2022 Easy Hauler tri-axle is the trailer I sell to customers who already know they need more deck and more axles than a smaller hauler gives. Most of the buyers in this category are working customers — small contractors, hunt camp groups whose loads have grown season over season, and a couple of small-business owners who use the trailer as part of how the day actually runs. Easy Hauler is not the brand we are authorised to service — we stock them out front — but the build holds up for what the customers expect. Honest sales-floor read: do not size up unless your load actually justifies it. Tri-axle is more trailer to tow, more trailer to store, and more trailer to back up. Drop in if you want to see the size in person before deciding.",54212,4737.5,4737.5,2SPPFSC10NN068199,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":54212,""DateGathered"":""2026-04-23T19:42:48.557"",""lastupdatedate"":""2026-03-11T20:10:06.994"",""StockNumber"":""307"",""NewUsed"":""N"",""ModelYear"":2022,""Make"":""Easy Hauler"",""Model"":""AL-PTDB2026-TRI"",""VIN"":""2SPPFSC10NN068199"",""Class"":""T"",""CodeName"":""DRIVE ON BUNK TRI TRAILER 20' 2600#- BLACK"",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-03-11T00:00:00.000"",""InvoiceAmt"":3411,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":4737.5,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":4737.5,""OnHold"":"""",""PackageId"":0,""DateReceived"":""2026-03-11T00:00:00.000"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":4737.5,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":"""",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":3411,""originaldate"":""2026-03-11T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":3411,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":3411,""Manufacturerlistprice"":4737.5,""Dealerlistprice"":4737.5,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":4737.5,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":0,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Easy Hauler Trailer"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":3411,""totalCost"":3411}",2026-04-23 15:43:05,,,trailers
425,simple,,,2024 Trailer X — Ice-Fishing Utility Trailer,1,0,visible,"2024 utility trailer stocked at White Oak Drive. Right-sized for ice-fishing kit, lawn equipment, and weekend hauls.","<p>The 2024 Trailer X is on the floor at Reyco — a straightforward utility trailer for the customer who wants to stop borrowing one. Ice fishing kits heading to lakes north of the Sault, lawn equipment going between properties, weekend hauls when the truck bed is already full of something else. It is a working tool, not a feature piece, and the price reflects that.</p><p>Reyco stocks the Trailer line at the front of the lot. We are not an authorised dealer for this line — we keep it on the floor because the customers buying snow blowers, lawn tractors, sleds, and small engines off the floor inside also need a way to move them. Having the trailer outside the door is more useful than pointing customers to a different lot across town.</p><p>This size of trailer fits the customer who runs a hobby farm out around Echo Bay, who maintains a cottage on St. Joseph Island and needs to move equipment between locations, or who runs ice fishing rigs out to Lake Superior shoreline access points through the winter. It is not a contractor trailer. It is the everyday hauler that earns its keep on small jobs done frequently.</p><p>Trailers are easier to spec in person — the deck size, the rail height, the tongue length all matter more in person than they do on paper. Drop in to 11 White Oak Drive East to see it on the floor, or call 705-253-7828 to confirm we still have this VIN available. Lynn at the parts counter can talk through tie-downs and lighting kits if you need to round out the setup.</p><p>Accessory adds worth a conversation: trailer locks for cottage-storage security, replacement-grade tie-down anchors, and basic LED lighting kits for low-light hauling. Lynn manages the parts orders. Stop in to see this trailer in person — White Oak Drive lot, around the side from the showroom entrance.</p><p>11 White Oak Drive East, Sault Ste. Marie. 705-253-7828.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/16700L-825x235-12.png,,,,,,,,,0,Trailer,34518,2024,new,in_stock,"Make|Trailer
Model|X
Year|2024
Type|Trailer
